Title,Korean Title,Translated Title,Year,Link,Review,Rating,Image,Score,Synopsis,Genres,Reviews_Clean,Polarity_Score,sentiment_female lead,sentiment_FL,sentiment_second female lead,sentiment_male lead,sentiment_ML,sentiment_second male lead,sentiment_cast,sentiment_main leads,sentiment_ensemble cast,sentiment_couple,sentiment_side couples,sentiment_plot,sentiment_story,sentiment_beginning,sentiment_ending,sentiment_romance,sentiment_acting,sentiment_kiss,romance,kiss,steamy,comedy,melodrama,wholesome,sad,slow burn,tropey,action,OST,bingeworthy,top,bad
Because This Is My First Life,이번 생은 처음이라,Because This Is My First Life,2017,https://mydramalist.com/24678-because-this-is-my-first-life,Good example of a trope done well. Like that it centers around women. Has some hilarious moments. Good romance and kiss scenes. Like the odd couple dynamic of the leads. Didn’t love the third couple they were kind of annoying,8.5,https://i.mydramalist.com/PdBoyt.jpg,8.4,"A house-poor man and homeless woman become housemates in a drama that examines the institution of marriage and the problems that young people face today. Nam Se Hui is a single man in his late 30s. He has chosen not to marry. He owns his home, but he owes a lot on his mortgage. Meanwhile, Yun Ji Ho is a single woman in her early 30s. She does not own a home and envies those that do. She has given up on dating due to her financial struggles. Yun Ji Ho begins to live at Nam Se Hui’s house. They become housemates. (Source: KoreanDrama.org)","['Comedy', 'Romance', 'Life', 'Drama']","['good', 'example', 'trope', 'done', 'well', 'like', 'center', 'around', 'woman', 'hilarious', 'moment', 'good', 'romance', 'kiss', 'scene', 'like', 'odd', 'couple', 'dynamic', 'lead', 'didnt', 'love', 'third', 'couple', 'kind', 'annoying']",0.22592592592592592,,,,,,,,,,0.24666666666666665,,,,,,0.3277777777777778,,0.3277777777777778,1,1,0,1,0,0,0,0,1,0,0,0,0,0
Bloodhounds,사냥개들,Hounds,2023,https://mydramalist.com/701881-hounds,"Plot left something to be desired, and ended quite abruptly. Would have liked more character and plot development. Also super brutal when the grandpa and his two guys were killed off. But LOVED the main two actors and their friendship. Watching them beat up a bunch of criminals was quite satisfying….also the younger one is adorable and very good looking.",8.5,https://i.mydramalist.com/vXNd2g_4t.jpg,8.7,"When reserved rookie boxer Kim Geon U squares off against loquacious southpaw Hong U Jin, Geon U narrowly prevails — but the two former marines become fast friends. As their friendship grows, so do the financial woes that plague Geon U’s mother. To save her quaint café from going under, she signs off on a hefty loan. But when it turns out she’s been targeted by Smile Capital — a ruthless loan shark business — Geon U and U Jin do everything in their power to make it right. Fate intervenes as the pair end up working for a generous money lender whose foster daughter is dead set on taking down the loan sharks. (Source: Netflix) ~~ Adapted from the webtoon ""Bloodhounds"" (사냥개들) by Jeong Chan (정찬).","['Action', 'Thriller', 'Crime', 'Drama']","['plot', 'left', 'something', 'desired', 'ended', 'quite', 'abruptly', 'would', 'liked', 'character', 'plot', 'development', 'also', 'super', 'brutal', 'grandpa', 'two', 'guy', 'killed', 'loved', 'main', 'two', 'actor', 'friendship', 'watching', 'beat', 'bunch', 'criminal', 'quite', 'satisfyingalso', 'younger', 'one', 'adorable', 'good', 'looking']",0.20916666666666664,,,,,,,,,,,,0.10458333333333332,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brewing Love,취하는 로맨스,In The Name Of Alcohol,2024,https://mydramalist.com/766237-in-the-name-of-alcohol,"I went into this drama not knowing what to expext because the description was weird but I was very pleasantly surprised. The male lead might be the greenest flag ever written in a kdrama. I really enjoyed the aspects of him being an empath and being able to sense other people’s emotions. There were some really raw emotional scenes in this drama. There were also some very sweet slice of life ensemble cast elements to this drama too. Overall I liked both couple romances, though I wish there was a bit more cute time spent focusing on relationship development and cuteness and a little less on the plot surrounding the beer product launch. However, there were some good workplace plot lines in there (and anti-capitalist/pro-worker themes) that I appreciated. A fun main OST song too. Also, the male lead is very pretty. Overall a fun watch with a more healing, slow pace but enough cute moments to keep you invested.",8.0,https://i.mydramalist.com/nO2KqN_4t.jpg,8.0,"Chae Yong Ju, a former special forces member, is a dedicated salesperson for a liquor company, but her branch is about to close. To prevent this, she takes on a mission to sell a new beer created by Yun Min Ju, a sensitive brewmaster and CEO. Min Ju, who lives in a quiet rural area to focus on brewing, finds his life changing when Yong Ju enters it. (Source: MyDramaList)","['Comedy', 'Romance', 'Drama']","['went', 'drama', 'knowing', 'expext', 'description', 'weird', 'pleasantly', 'surprised', 'male', 'lead', 'might', 'greenest', 'flag', 'ever', 'written', 'kdrama', 'really', 'enjoyed', 'aspect', 'empath', 'able', 'sense', 'people', 'emotion', 'really', 'raw', 'emotional', 'scene', 'drama', 'also', 'sweet', 'slice', 'life', 'ensemble', 'cast', 'element', 'drama', 'overall', 'liked', 'couple', 'romance', 'though', 'wish', 'bit', 'cute', 'time', 'spent', 'focusing', 'relationship', 'development', 'cuteness', 'little', 'less', 'plot', 'surrounding', 'beer', 'product', 'launch', 'however', 'good', 'workplace', 'plot', 'line', 'anticapitalistproworker', 'theme', 'appreciated', 'fun', 'main', 'ost', 'song', 'also', 'male', 'lead', 'pretty', 'overall', 'fun', 'watch', 'healing', 'slow', 'pace', 'enough', 'cute', 'moment', 'keep', 'invested']",0.1620260989010989,,0.03206794871794873,,-0.0012653846153846127,,,0.13983299595141696,,0.13983299595141696,0.15427653229123817,,0.16981103098290595,,,,0.15427653229123817,,,1,0,0,0,1,1,0,1,0,0,1,0,0,0
Business Proposal,사내 맞선,In House Confrontation,2022,https://mydramalist.com/693591-in-house-confrontation,"One of the best rom coms I’ve ever watched. Chemistry between both couples is 10/10. Made me literally LOL. No stupid plot points, just pure fun and satisfaction. Sad it ended.",9.5,https://i.mydramalist.com/v24Pg_4t.jpg,8.7,"Sin Ha Ri, a single woman, has a crush on her male friend but is heartbroken to learn he has a girlfriend. She meets her friend Jin Yeong Seo, the daughter of a chaebol family, who asks Sin Ha Ri to take her place on a blind date in exchange for money. Sin Ha Ri agrees and goes on the date intending to get rejected. However, she is shocked to discover that her date is Kang Tae Mu, the CEO of her company. Kang Tae Mu, annoyed by his grandfather's blind date arrangements, decides to marry the next woman he meets to avoid further interference. That woman turns out to be Sin Ha Ri, disguised as Jin Yeong Seo. The next day, Kang Tae Mu calls her and asks her to marry him. (Source: MyDramaList) ~~ Adapted from the web novel ""The Office Blind Date"" (사내 맞선) by Hae Hwa (해화).","['Comedy', 'Romance', 'Drama']","['one', 'best', 'rom', 'coms', 'ive', 'ever', 'watched', 'chemistry', 'couple', '1010', 'made', 'literally', 'lol', 'stupid', 'plot', 'point', 'pure', 'fun', 'satisfaction', 'sad', 'ended']",0.36904761904761907,,,,,,,,,,0.6214285714285714,,0.36904761904761907,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Castaway Diva,무인도의 디바,Diva Of The Deserted Island,2023,https://mydramalist.com/745215-diva-of-the-deserted-island,started off really strong - the first 1-2 episodes especially. but it got kind of boring in the middle/end and i found myself fast forwarding a good amount. sometimes i fast forwarded just to find out what would happen. but this did have some bright spots - the main male lead is very sweet. the female lead is interesting but kind of annoying at times. the scenes with her singing on stage were great though. had a wholesome ending which i appreciated. good kiss scene between the leads too but i wish theyd had more cute couple scenes. the emphasis was not on romance though - it was more on self discovery and family.,7.5,https://i.mydramalist.com/2wDxoR_4t.jpg,8.4,"Mok Ha has always dreamt of becoming a singer. During middle school, however, she ends up on a deserted island where she manages to survive alone for over fifteen years. When she's finally rescued, she must adjust to a world that has changed dramatically in her absence. While learning to navigate the complex social dynamics of modern society, Mok Ha is determined to achieve her dream of becoming a singer—and she will stop at nothing to make it happen. (Source: MyDramaList)","['Music', 'Comedy', 'Romance', 'Drama']","['started', 'really', 'strong', 'first', '12', 'episode', 'especially', 'got', 'kind', 'boring', 'middleend', 'found', 'fast', 'forwarding', 'good', 'amount', 'sometimes', 'fast', 'forwarded', 'find', 'would', 'happen', 'bright', 'spot', 'main', 'male', 'lead', 'sweet', 'female', 'lead', 'interesting', 'kind', 'annoying', 'time', 'scene', 'singing', 'stage', 'great', 'though', 'wholesome', 'ending', 'appreciated', 'good', 'kiss', 'scene', 'lead', 'wish', 'theyd', 'cute', 'couple', 'scene', 'emphasis', 'romance', 'though', 'self', 'discovery', 'family']",0.28204545454545454,0.3071527777777778,,,0.29227272727272724,,,,,,0.38583333333333336,,,,,0.35191176470588237,0.38583333333333336,,0.3738157894736842,1,1,0,0,0,1,0,1,0,0,0,0,0,0
Celebrity,셀러브리티,Celebrity,2023,https://mydramalist.com/708775-celebrity,"interesting commentary on social media and influencer culture. started off a tad boring but quickly became super interesting. could be very dramatic at times but was a fun, interesting watch with lots of twists near the end. also loved the junho cameo at the end (even though it was kinda confusing)",8.0,https://i.mydramalist.com/pdK07b_4t.jpg,8.2,Fame. Money. Power. One young woman fights to become the next hottest celebrity in the glamorous yet scandalous world of influencers in Seoul. (Source: Netflix),"['Thriller', 'Mystery', 'Drama']","['interesting', 'commentary', 'social', 'medium', 'influencer', 'culture', 'started', 'tad', 'boring', 'quickly', 'became', 'super', 'interesting', 'could', 'dramatic', 'time', 'fun', 'interesting', 'watch', 'lot', 'twist', 'near', 'end', 'also', 'loved', 'junho', 'cameo', 'end', 'even', 'though', 'kinda', 'confusing']",0.11972222222222222,,0.1785,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Cheer Up,치얼업,Cheer Up,2022,https://mydramalist.com/715821-cheer-up,"Extremely wholesome show. Some parts made me tear up and smile so much. A bit too much melodrama at times, didn’t love the love triangle. Fast forwarded the scenes with the old couple bc they were boring. Lots of other cute side couples though. And a really wholesome sweet ending.",8.0,https://i.mydramalist.com/xVg8E_4t.jpg,7.5,"Do Hae Yi, a hardworking student at Yeonhee University, prioritizes earning money over academics due to her family's financial struggles. One day, she joins the university's 50-year-old cheering squad, Theia, for financial reasons. However, through her involvement, she begins to enjoy campus life and connects with members of Theia, including alumnus Bae Young Woong, who supports the squad both financially and emotionally. (Source: MyDramaList)","['Mystery', 'Comedy', 'Romance', 'Youth']","['extremely', 'wholesome', 'show', 'part', 'made', 'tear', 'smile', 'much', 'bit', 'much', 'melodrama', 'time', 'didnt', 'love', 'love', 'triangle', 'fast', 'forwarded', 'scene', 'old', 'couple', 'bc', 'boring', 'lot', 'cute', 'side', 'couple', 'though', 'really', 'wholesome', 'sweet', 'ending']",0.09999999999999999,,,,,,,,,,0.0784375,0.1715909090909091,,,,0.049999999999999996,,,,1,0,0,0,1,1,1,1,0,0,0,0,0,0
Cheese in the Trap,치즈인더트랩,Cheese In The Trap,2016,https://mydramalist.com/14457-cheese-in-the-trap,So bad. So much stalking and violence against women. Male lead is a sociopath and does wrong every episode yet FL stays with him DESPITE the fact that she initially in episode one sees through him and knows he’s manipulative. ML is never held accountable literally throughout the whole series. College drama is boring. All characters suck except for SML who is the only redeeming part of this drama,5.0,https://i.mydramalist.com/YEKpot.jpg,7.4,"Having returned to college after a year long break due to her family's poor background, Hong Seol, a hardworking over-achiever, inadvertently gets on the wrong side of her senior, Yoo Jung, who's athletic, good looking, gets good grades and has a kind personality, as well as a hidden dark side. From then on her life takes a turn for the worse and Hong Seol is almost certain it's all Yoo Jung's doing. So why is he suddenly acting so friendly a year later? (Source: WeTV) ~~ Adapted from the webtoon ""Cheese in the Trap"" (치즈인더트랩) by Soonkki (순끼).","['Psychological', 'Romance', 'Life', 'Drama']","['bad', 'much', 'stalking', 'violence', 'woman', 'male', 'lead', 'sociopath', 'wrong', 'every', 'episode', 'yet', 'fl', 'stay', 'despite', 'fact', 'initially', 'episode', 'one', 'see', 'know', 'he', 'manipulative', 'ml', 'never', 'held', 'accountable', 'literally', 'throughout', 'whole', 'series', 'college', 'drama', 'boring', 'character', 'suck', 'except', 'sml', 'redeeming', 'part', 'drama']",-0.14444444444444443,,-0.15499999999999997,,-0.19166666666666662,-0.13749999999999998,,,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Chicken Nugget,닭강정,Chicken Gangjeong,2024,https://mydramalist.com/707561-chicken-gangjeong,"Plot is utterly ridiculous but oddly heartwarming. I was surprised that this show actually make me tear up on multiple occasions. Also very funny, plus had some good social commentary. All the actors were great too. Definitely an offbeat, quirky show but it was very fun to watch.",8.0,https://i.mydramalist.com/QJpQB6_4t.jpg,6.7,"It tells the strange story of how a beautiful young girl, Choi Min Ah, turns into fried chicken because she happens to enter a mysterious machine. It follows Choi Sun Man, her father, and Go Baek Jung, an intern, who join efforts to turn her back to human and discover deep dark secrets in the process. (Source: Kpopmap.com) ~~ Adapted from the webtoon ""Fried Chicken"" (닭강정) by Park Ji Dok (박지독).","['Mystery', 'Comedy', 'Fantasy']","['plot', 'utterly', 'ridiculous', 'oddly', 'heartwarming', 'surprised', 'show', 'actually', 'make', 'tear', 'multiple', 'occasion', 'also', 'funny', 'plus', 'good', 'social', 'commentary', 'actor', 'great', 'definitely', 'offbeat', 'quirky', 'show', 'fun', 'watch']",0.11236111111111113,,,,,,,,,,,,0.05618055555555557,,,,,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Cinderella and the Four Knights,신데렐라와 네 명의 기사,Cinderella And The Four Knights,2016,https://mydramalist.com/16119-cinderella-and-the-four-knights,Has its cute moments but a bit too cheesy and tropey. Nothing stand out but I didn’t want to drop it.,6.5,https://i.mydramalist.com/dRnx5t.jpg,7.8,"Eun Ha Won, a high school senior with dreams of becoming a teacher, endures mistreatment from her father, stepmother, and stepsister while working part-time jobs to fund her university tuition. Meanwhile, three spoiled cousins—Ji Un, a tough guy, Hyeon Min, a playboy, and Seo U, a musician—live together in the mansion Sky House, constantly bickering with each other. When their grandfather orders them to attend his 5th wedding, Hyeon Min hires Ha Won as his date to upset him. However, Ha Won’s bold attitude impresses the grandfather, who hires her as a live-in butler at Sky House. This sparks a series of comedic events, love triangles, and drama. (Source: MyDramaList)","['Comedy', 'Romance', 'Drama']","['cute', 'moment', 'bit', 'cheesy', 'tropey', 'nothing', 'stand', 'didnt', 'want', 'drop']",0.0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Cinderella at 2 AM,새벽 2시의 신데렐라,Cinderella At  Am,2024,https://mydramalist.com/756753-cinderella-at-2-am,"started off very cute with an interesting premise but then the premise got kind of old after a while. the first 6-8 episodes are basically the main couple having the same conversation about whether or
not to break up over and over again. i did like the male lead a lot and the second couple was surprisingly cute, but the rest of the side characters were annoying. overall it had cute moments, good kiss scenes, and a fun OST but was just your average romcom kdrama.",7.0,https://i.mydramalist.com/vX3o1W_4t.jpg,7.6,"Ha Yun Seo, a confident and respected team leader, works at a large company alongside her younger boyfriend, Seo Ju Won. Unknown to her, Ju Won is the son of the chaebol family running the company. When his mother offers Yun Seo money to end their relationship, Yun Seo, shaped by a harsh past, accepts, believing love is unrealistic. However, Ju Won, driven by his faith in love, refuses to give up and strives to win her back. (Source: MyDramaList) ~~ Adapted from the webtoon ""Cinderella at 2 A.M."" (새벽 두 시의 신데렐라) by Aigome (아이고메).","['Comedy', 'Romance']","['started', 'cute', 'interesting', 'premise', 'premise', 'got', 'kind', 'old', 'first', '68', 'episode', 'basically', 'main', 'couple', 'conversation', 'whether', 'break', 'like', 'male', 'lead', 'lot', 'second', 'couple', 'surprisingly', 'cute', 'rest', 'side', 'character', 'annoying', 'overall', 'cute', 'moment', 'good', 'kiss', 'scene', 'fun', 'ost', 'average', 'romcom', 'kdrama']",0.20729166666666668,,,,0.22752976190476193,,,,,,0.24138888888888888,,,,,,,,0.15059523809523812,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Crash Course in Romance,일타 스캔들,One Shot Scandal,2023,https://mydramalist.com/723711-one-shot-scandal,"Started off really really strong but eventually it totally missed the mark. Marketed itself as romance but was actually about mental health and suicide, with a murder plot. But then it transitioned back to fluffy romance at the end in a way that felt completely jarring and tone deaf. Could have been a lot better but was just average for me.",7.5,https://i.mydramalist.com/wJxjlY_4t.jpg,8.3,"After retiring from her career as a national athlete, Nam Haeng Sun now owns a humble side dish store. Her cheerful personality and boundless energy catch the attention of Choi Chi Yeol, a popular and hardworking private instructor known as the ""Trillion Won Man"". Despite his reputation, Choi Chi Yeol has become increasingly aloof and irritable due to his growing success. However, their relationship is not without challenges. As they navigate the ups and downs of their personal and professional lives, they must learn to confront their own shortcomings and trust in each other's strengths. Will their love be enough to overcome the obstacles in their path? (Source: CK Warrior at MyDramaList; edited by MyDramaList)","['Thriller', 'Mystery', 'Comedy', 'Romance']","['started', 'really', 'really', 'strong', 'eventually', 'totally', 'missed', 'mark', 'marketed', 'romance', 'actually', 'mental', 'health', 'suicide', 'murder', 'plot', 'transitioned', 'back', 'fluffy', 'romance', 'end', 'way', 'felt', 'completely', 'jarring', 'tone', 'deaf', 'could', 'lot', 'better', 'average']",0.06481481481481481,,0.10833333333333332,,,,,,,,,,0.06666666666666665,,,,0.11904761904761903,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Crash Landing on You,사랑의 불시착,Emergency Lands Of Love,2019,https://mydramalist.com/35729-emergency-lands-of-love,"Another drama that has it all - romance, humor, action, tears, and a great ensemble cast. The kdrama that truly made me fall in love with kdramas.",9.5,https://i.mydramalist.com/g0wylo_4t.jpg,9.0,"After getting into a paragliding accident, South Korean heiress Yun Se Ri crash lands in North Korea. There, she meets North Korean army officer Ri Jeong Hyeok, who agrees to help her return to South Korea. Despite the tension between their countries, the two of them start falling for one another. (Source: queen of repressed rage at MyDramaList)","['Military', 'Comedy', 'Romance', 'Political']","['another', 'drama', 'romance', 'humor', 'action', 'tear', 'great', 'ensemble', 'cast', 'kdrama', 'truly', 'made', 'fall', 'love', 'kdramas']",0.4666666666666666,,,,,,,0.475,,0.475,,,,,,,0.2333333333333333,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0
D.P.,디피,D P Dog Day,2021,https://mydramalist.com/59001-d-p-dog-day,Underrated drama. Brilliant acting with an interesting story. Loved the diff vignettes of the defected soldiers. Jung hae in and his co lead are great. Could be a bit boring at times.,8.5,https://i.mydramalist.com/XkYln_4t.jpg,8.8,"Private soldier Jun Ho is a confused youth who served in the military normally like other Koreans. One day, he suddenly becomes a member of the military defector arrest team. As such, he is tasked with capturing deserters and must grapple with the more troubling cases of why some soldiers feel they have no other choice but to go absent without official leave. (Source: NamuWiki, DramaWiki) ~~ Adapted from the webtoon ""D.P Dog Day"" (D.P 개의 날) by Kim Bo Tong (김보통).","['Action', 'Military', 'Drama']","['underrated', 'drama', 'brilliant', 'acting', 'interesting', 'story', 'loved', 'diff', 'vignette', 'defected', 'soldier', 'jung', 'hae', 'co', 'lead', 'great', 'could', 'bit', 'boring', 'time']",0.3166666666666666,,,,,,,,,,,,,0.31666666666666665,,,,0.575,,0,0,0,0,1,0,0,1,0,0,0,0,0,0
D.P. Season 2,디피 시즌2,D P Season ,2023,https://mydramalist.com/713549-d-p-season-2,"Very well done drama, a good continuation of season 1. Jung hae in is always great, his co-lead lost a bit of his charm in s2 (but was dealing eith PTSD). Ending was sad in that nothing really changed but it felt realistic. Season 1 was probably better but this was still good.",8.5,https://i.mydramalist.com/QJ08d6_4t.jpg,8.7,"This unfolding story ensues when military desertion arrest squad members (DP), Jun Ho and Ho Yeol, run across absurdities and unchangeable reality on a regular basis. (Source: Namuwiki; Edited by Krystale Mitaesa at MyDramaList) ~~ Adapted from the webtoon ""D.P Dog Day"" (D.P 개의 날) by Kim Bo Tong (김보통).","['Action', 'Military', 'Drama']","['well', 'done', 'drama', 'good', 'continuation', 'season', '1', 'jung', 'hae', 'always', 'great', 'colead', 'lost', 'bit', 'charm', 's2', 'dealing', 'eith', 'ptsd', 'ending', 'sad', 'nothing', 'really', 'changed', 'felt', 'realistic', 'season', '1', 'probably', 'better', 'still', 'good']",0.3458333333333333,,,,,,,,,,,,,,,0.39,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Dali and the Cocky Prince,달리와 감자탕,Dali And Gamjatang,2021,https://mydramalist.com/687131-dali-and-gamjatang,"Cute romance, some funny moments, but the plot got too melodramatic most of the time. I wish there was more romance and less about the plot. Good kiss scenes tho! And an implied sex scene that was well done too",7.5,https://i.mydramalist.com/Z6oP7_4t.jpg,8.4,"As a young boy, Moo Hak grew up in the market as a peddler. Although he is ignorant, he is strong-willed and knows how to make money. He is now the managing director of Dondon F and B, a global restaurant chain that his family started as a small gamjatang diner. However, he isn't dignified and only cares about money. He meets Da Li, the only daughter and child of an upper-class family who runs an art gallery. She has a profound deep knowledge of things. She gets faced with bankruptcy due to her father's sudden death and begins a hard life. Moo Hak and Da Li start a relationship as a creditor and debtor over the art gallery. Will these two polar opposites understand each other and fall in love? (Source: Viki)","['Comedy', 'Romance', 'Drama']","['cute', 'romance', 'funny', 'moment', 'plot', 'got', 'melodramatic', 'time', 'wish', 'romance', 'less', 'plot', 'good', 'kiss', 'scene', 'tho', 'implied', 'sex', 'scene', 'well', 'done']",0.40972222222222215,,,,,,,,,,,,0.4010416666666667,,,,0.4458333333333333,,0.19027777777777777,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Death's Game,"이재, 곧 죽습니다",I Will Die Soon,2023,https://mydramalist.com/733445-i-will-die-soon,"There was a lot of hype around this show and I finally got around to watching it. I was especially excited about the all star cast and the rotating roster of cameos. But it was a huge letdown and was highly over-rated. It felt like a very heavy handed PSA against suicide without any real or nuanced deep dive into mental health or depression. And then it went from survival game to revenge plot, and all the twists became a bit too convenient toward the later episodes. Plus, there were major plot holes like why some reincarnations were not linear and why the main character did not change his fate during the 11th reincarnation when he was in the body of the man who ran into traffic on his interview day, setting off the initial chain of events. That made no sense, since Death told him he couldnt kill himself, but he literally did as that man. This drama falls into the same bucket as Squid Game — overly hyped action/thriller/horror drama on a major streaming platform that isn’t actually that original but follows a more ‘western’ TV formula that means it’ll probably end up being a crowd pleaser.",5.0,https://i.mydramalist.com/QJKVK7_4t.jpg,8.8,"After struggling for seven years without securing a stable job, Choi I Jae becomes engulfed in despair and hopelessness. Believing that ending his life would be the solution, I Jae is met with a surprise when he meets the entity known as Death at the gateway to Hell. Death assigns him a unique punishment: I Jae must endure death in 12 different bodies. To avoid his fate in Hell, he must find a way to survive. (Source: AsianWiki; edited by Raisa at MyDramaList) ~~ Adapted from the webtoon ""Ije God Jukseubnida"" (이제 곧 죽습니다) written by Lee Won Sik (이원식) and illustrated by Gul-chan (꿀찬)","['Thriller', 'Drama', 'Fantasy']","['lot', 'hype', 'around', 'show', 'finally', 'got', 'around', 'watching', 'especially', 'excited', 'star', 'cast', 'rotating', 'roster', 'cameo', 'huge', 'letdown', 'highly', 'overrated', 'felt', 'like', 'heavy', 'handed', 'psa', 'suicide', 'without', 'real', 'nuanced', 'deep', 'dive', 'mental', 'health', 'depression', 'went', 'survival', 'game', 'revenge', 'plot', 'twist', 'became', 'bit', 'convenient', 'toward', 'later', 'episode', 'plus', 'major', 'plot', 'hole', 'like', 'reincarnation', 'linear', 'main', 'character', 'change', 'fate', '11th', 'reincarnation', 'body', 'man', 'ran', 'traffic', 'interview', 'day', 'setting', 'initial', 'chain', 'event', 'made', 'sense', 'since', 'death', 'told', 'couldnt', 'kill', 'literally', 'man', 'drama', 'fall', 'bucket', 'squid', 'game', 'overly', 'hyped', 'actionthrillerhorror', 'drama', 'major', 'streaming', 'platform', 'isnt', 'actually', 'original', 'follows', 'western', 'tv', 'formula', 'mean', 'itll', 'probably', 'end', 'crowd', 'pleaser']",0.07583333333333334,,,,,,,0.20879629629629629,,,,,0.07651515151515151,,,,,,,0,0,0,0,1,0,1,0,0,1,0,0,0,0
Destined with You,이 연애는 불가항력,Irresistible Love,2023,https://mydramalist.com/734875-irresistible-love,"writing/plot had some major issues and holes here and there but ROWOON IS SO ADORABLE. he reallt hit his stride in this. the beginning episodes where he’s under the love spell are particularly adorable. also, this drama had one of the steamiest and most well doje sex scenes ive seen in kdramas. i will say, some of the side character plots felt useless and boring like with the mom/dad/lawyer and the orher office romance. overall its a fun watch.",8.0,https://i.mydramalist.com/eY8Q0Y_4t.jpg,8.1,"Lee Hong Jo is the lowest grade civil servant. She always does her best at work, even though she suffers from many civil complaints. In her personal life, she is used to being alone. One day, she happens to become the owner of an old wooden chest and the key to lift a curse from Jang Sin Yu. Jang Sin Yu is a competent lawyer who is smart and good-looking. He is usually in the spotlight wherever he goes, but he suffers from an unexplained disease. His condition gets progressively worse. He is desperate to lift the curse that has run through his family for generations. A lawyer bound by a centuries-old curse becomes entangled with a civil servant who holds the key to his freedom — igniting an unexpected romance. (Source: AsianWiki; Netflix)","['Comedy', 'Romance', 'Drama', 'Fantasy']","['writingplot', 'major', 'issue', 'hole', 'rowoon', 'adorable', 'reallt', 'hit', 'stride', 'beginning', 'episode', 'he', 'love', 'spell', 'particularly', 'adorable', 'also', 'drama', 'one', 'steamiest', 'well', 'doje', 'sex', 'scene', 'ive', 'seen', 'kdramas', 'say', 'side', 'character', 'plot', 'felt', 'useless', 'boring', 'like', 'momdadlawyer', 'orher', 'office', 'romance', 'overall', 'fun', 'watch']",0.09583333333333334,,,,,,,,,,,,0.04791666666666667,,0.16205357142857144,,0.11517857142857144,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0
